Nome: SAO PAULO - INTERLAGOS
Codigo Estacao: A771
Latitude: -23.724501
Longitude: -46.677501
Altitude: 771
Situacao: Operante
Data Inicial: 2018-03-13
Data Final: 2021-12-31
Periodicidade da Medicao: Diaria

Data Medicao;TEMPERATURA MEDIA, DIARIA (AUT)(°C)
2020-09-07;19,3625;
2020-09-08;18,583333;
2020-09-09;18,941667;
2020-09-10;23,5;
2020-09-11;21,95;
2020-09-12;25,933333;
2020-09-13;24,083333;
2020-09-14;23,233333;
2020-09-15;15,629167;
2020-09-16;20,158333;
2020-09-17;19,55;
2020-09-18;20,183333;
2020-09-19;23,304167;
2020-09-20;16,85;
2020-09-21;14,558333;
2020-09-22;13,75;
2020-09-23;15,804167;
2020-09-24;18,033333;
2020-09-25;18,595833;
2020-09-26;21,708333;
2020-09-27;26,6;
2020-09-28;21,870833;
2020-09-29;19,329167;
2020-09-30;24,508333;
2020-10-01;26,375;
2020-10-02;29,625;
2020-10-03;21,7125;
2020-10-04;18,516667;
2020-10-05;21,325;
2020-10-06;23,091667;
2020-10-07;23,545833;
2020-10-08;21,3625;
2020-10-09;18,630435;
2020-10-10;17,495833;
2020-10-11;16,341667;
2020-10-12;17,8625;
2020-10-13;21,804167;
2020-10-14;21,258333;
2020-10-15;17,7875;
2020-10-16;15,5375;
2020-10-17;15,558333;
2020-10-18;18,083333;
2020-10-19;19,6;
2020-10-20;20,775;
2020-10-21;19,708333;
2020-10-22;18,745833;
2020-10-23;19,604167;
2020-10-24;20,2125;
2020-10-25;19,9;
2020-10-26;19,295833;
2020-10-27;22,491667;
2020-10-28;24,708333;
2020-10-29;20,504167;
2020-10-30;17,075;
2020-10-31;15,479167;
2020-11-01;14,65;
2020-11-02;14,595833;
2020-11-03;15,008333;
2020-11-04;15,945833;
2020-11-05;15,233333;
2020-11-06;15,875;
2020-11-07;16,970833;
2020-11-08;18,65;
2020-11-09;18,9375;
2020-11-10;21,070833;
2020-11-11;20,641667;
2020-11-12;20,554167;
2020-11-13;20,3;
2020-11-14;21,270833;
2020-11-15;24,5375;
2020-11-16;24,520833;
2020-11-17;20,104167;
2020-11-18;16,308333;
2020-11-19;16,345833;
2020-11-20;16,1;
2020-11-21;17,325;
2020-11-22;18,225;
2020-11-23;18,925;
2020-11-24;20,045833;
2020-11-25;21,7875;
2020-11-26;23,708333;
2020-11-27;22,258333;
2020-11-28;21,933333;
2020-11-29;24,116667;
2020-11-30;23,4875;
2020-12-01;21,883333;
2020-12-02;21,416667;
2020-12-03;24,433333;
2020-12-04;22,583333;
2020-12-05;20,016667;
2020-12-06;18,708333;
2020-12-07;20,15;
2020-12-08;21,154167;
2020-12-09;20,604167;
2020-12-10;20,695833;
2020-12-11;21,654167;
2020-12-12;23,158333;
2020-12-13;23,979167;
2020-12-14;24,033333;
2020-12-15;23,7375;
2020-12-16;22,0875;
2020-12-17;22,945833;
2020-12-18;22,366667;
2020-12-19;24,391667;
2020-12-20;23,695833;
2020-12-21;23,333333;
2020-12-22;19,858333;
2020-12-23;18,925;
