Nome: PORTO ALEGRE
Codigo Estacao: A801
Latitude: -30.05361111
Longitude: -51.17472221
Altitude: 41.18
Situacao: Operante
Data Inicial: 2018-01-01
Data Final: 2021-12-31
Periodicidade da Medicao: Diaria

Data Medicao;TEMPERATURA MEDIA, DIARIA (AUT)(°C)
2019-07-08;9,420833;
2019-07-09;10,854167;
2019-07-10;12,970833;
2019-07-11;16,733333;
2019-07-12;18,604167;
2019-07-13;14,729167;
2019-07-14;11,9125;
2019-07-15;10,5;
2019-07-16;10,466667;
2019-07-17;11,579167;
2019-07-18;15,483333;
2019-07-19;16,270833;
2019-07-20;18,595833;
2019-07-21;19,941667;
2019-07-22;20,141667;
2019-07-23;17,695833;
2019-07-24;16,658333;
2019-07-25;17,033333;
2019-07-26;16,458333;
2019-07-27;11,920833;
2019-07-28;12,441667;
2019-07-29;15,304167;
2019-07-30;16,383333;
2019-07-31;16,475;
2019-08-01;18,879167;
2019-08-02;11,625;
2019-08-03;11,091667;
2019-08-04;9,991667;
2019-08-05;12,579167;
2019-08-06;17;
2019-08-07;20,75;
2019-08-08;19,8625;
2019-08-09;19,4875;
2019-08-10;15,845833;
2019-08-11;14,058333;
2019-08-12;15,229167;
2019-08-13;11,329167;
2019-08-14;8,879167;
2019-08-15;13,420833;
2019-08-16;16,891667;
2019-08-17;22,175;
2019-08-18;15,745833;
2019-08-19;10,941667;
2019-08-20;11,333333;
2019-08-21;10,591667;
2019-08-22;13,0625;
2019-08-23;13,5125;
2019-08-24;13,941667;
2019-08-25;16,65;
2019-08-26;17,983333;
2019-08-27;19,245833;
2019-08-28;19,2;
2019-08-29;23,795833;
2019-08-30;22,033333;
2019-08-31;15,5625;
2019-09-01;14,983333;
2019-09-02;13,441667;
2019-09-03;13,320833;
2019-09-04;11,425;
2019-09-05;11,0375;
2019-09-06;14,795833;
2019-09-07;16,395833;
2019-09-08;20,779167;
2019-09-09;24,754167;
2019-09-10;19,758333;
2019-09-11;17,45;
2019-09-12;16,629167;
2019-09-13;15,454167;
2019-09-14;17,945833;
2019-09-15;22,879167;
2019-09-16;20,508333;
2019-09-17;14,5625;
2019-09-18;14,645833;
2019-09-19;17,3625;
2019-09-20;15,775;
2019-09-21;14,520833;
2019-09-22;14,3;
2019-09-23;13,404167;
2019-09-24;17,358333;
2019-09-25;17,720833;
2019-09-26;19,204167;
2019-09-27;17,65;
2019-09-28;18,045833;
2019-09-29;19,170833;
2019-09-30;22,5125;
2019-10-01;27,720833;
2019-10-02;22,8375;
2019-10-03;17,908333;
2019-10-04;19,204167;
2019-10-05;18,633333;
2019-10-06;16,6875;
2019-10-07;19,875;
2019-10-08;20,558333;
2019-10-09;21,175;
2019-10-10;22,933333;
2019-10-11;27,016667;
2019-10-12;28,625;
2019-10-13;24,458333;
2019-10-14;17,016667;
2019-10-15;15,441667;
2019-10-16;18,233333;
2019-10-17;19,879167;
2019-10-18;22,308333;
2019-10-19;18,6;
2019-10-20;16,904167;
2019-10-21;16,808333;
2019-10-22;17,175;
2019-10-23;18,845833;
2019-10-24;21,204167;
2019-10-25;21,116667;
2019-10-26;21,291667;
2019-10-27;20,675;
2019-10-28;23,3;
2019-10-29;21,895833;
2019-10-30;19,95;
2019-10-31;19,945833;
2019-11-01;20,9;
2019-11-02;24,629167;
2019-11-03;21,583333;
2019-11-04;19,504167;
2019-11-05;21,183333;
2019-11-06;19,595833;
2019-11-07;20,1625;
2019-11-08;22,529167;
2019-11-09;22,970833;
2019-11-10;20,754167;
2019-11-11;20,704167;
2019-11-12;22,854167;
2019-11-13;24,929167;
2019-11-14;22,6625;
2019-11-15;21,166667;
2019-11-16;20,625;
2019-11-17;21,545833;
2019-11-18;23,358333;
2019-11-19;24,1;
2019-11-20;25,308333;
2019-11-21;25,795833;
2019-11-22;24,604167;
2019-11-23;21,675;
2019-11-24;19,458333;
2019-11-25;21,054167;
2019-11-26;22,445833;
2019-11-27;21,645833;
2019-11-28;20,1;
2019-11-29;23,070833;
2019-11-30;26,508333;
2019-12-01;23,245833;
2019-12-02;19,579167;
2019-12-03;20,591667;
2019-12-04;24,195833;
2019-12-05;22,425;
2019-12-06;21,945833;
2019-12-07;22,929167;
2019-12-08;23,2875;
2019-12-09;25,75;
2019-12-10;26,570833;
2019-12-11;26,579167;
2019-12-12;27,533333;
2019-12-13;21,741667;
2019-12-14;23,2125;
2019-12-15;26,570833;
2019-12-16;23,5375;
2019-12-17;23,016667;
2019-12-18;22,545833;
2019-12-19;24,45;
2019-12-20;26,679167;
2019-12-21;26,120833;
2019-12-22;22,275;
2019-12-23;22,779167;
2019-12-24;24,466667;
2019-12-25;27,9375;
2019-12-26;29,045833;
2019-12-27;28,720833;
2019-12-28;28,904167;
2019-12-29;29,129167;
2019-12-30;28,604167;
2019-12-31;28,345833;
2020-01-01;27,241667;
2020-01-02;23,7875;
2020-01-03;22,945833;
2020-01-04;23,754167;
2020-01-05;25,354167;
2020-01-06;27,845833;
2020-01-07;26,395833;
2020-01-08;25,316667;
2020-01-09;28,516667;
2020-01-10;28,1125;
2020-01-11;25,829167;
2020-01-12;27,041667;
2020-01-13;25,320833;
2020-01-14;26,2375;
2020-01-15;28,025;
2020-01-16;23,008333;
2020-01-17;20,566667;
2020-01-18;23,058333;
2020-01-19;25,583333;
2020-01-20;27,270833;
2020-01-21;25,358333;
2020-01-22;23,883333;
2020-01-23;23,5;
2020-01-24;23,866667;
2020-01-25;24,595833;
2020-01-26;27,9625;
2020-01-27;26,1875;
2020-01-28;24,879167;
2020-01-29;24,195833;
2020-01-30;24,7625;
2020-01-31;24,4875;
2020-02-01;24,554167;
2020-02-02;25,5625;
2020-02-03;25,708333;
2020-02-04;26,1375;
2020-02-05;27,25;
2020-02-06;27,858333;
2020-02-07;27,920833;
2020-02-08;28,075;
